Data.Date,Demand..MW.
2018-05-29,19360.125
2018-05-30,19316.25
2018-05-31,18738.291666666668
2018-06-01,19682.041666666668
2018-06-02,18850.083333333332
2018-06-03,15642.416666666666
2018-06-04,16477.75
2018-06-05,16699.708333333332
2018-06-06,16450.5
2018-06-07,16693.041666666668
2018-06-08,17823.125
2018-06-09,16879.333333333332
2018-06-10,15819.791666666666
2018-06-11,16958.125
2018-06-12,17310.291666666668
2018-06-13,18291.791666666668
2018-06-14,18807.416666666668
2018-06-15,17763.083333333332
2018-06-16,17238.708333333332
2018-06-17,18797.333333333332
2018-06-18,23202.625
2018-06-19,22499.416666666668
2018-06-20,20164.541666666668
2018-06-21,20279.5
2018-06-22,18897.25
2018-06-23,16507.333333333332
2018-06-24,17482.5
2018-06-25,19097.958333333332
2018-06-26,18531.041666666668
2018-06-27,18503.958333333332
2018-06-28,20481.791666666668
2018-06-29,22263.583333333332
2018-06-30,22374.666666666668
2018-07-01,24351.333333333332
2018-07-02,26641.833333333332
2018-07-03,25687.166666666668
2018-07-04,23255.625
2018-07-05,25664.458333333332
2018-07-06,22765.5
2018-07-07,17254.625
2018-07-08,17739.958333333332
2018-07-09,21284.125
2018-07-10,23057.041666666668
2018-07-11,22615.833333333332
2018-07-12,21224.125
2018-07-13,21609.916666666668
2018-07-14,21238.333333333332
2018-07-15,21354.291666666668
2018-07-16,25169.416666666668
2018-07-17,24034.958333333332
2018-07-18,21182.208333333332
2018-07-19,20261.875
2018-07-20,21060.958333333332
2018-07-21,18690.916666666668
2018-07-22,19533.833333333332
2018-07-23,22941.875
2018-07-24,23825.208333333332
